,Unnamed: 0,rating,reviewContent,clean_teks
672,672,1,"Ini cuman My Passport biasa, bukan My Passport ULTRA, tulis deskripsi yang bener ya...",my passport my passport ultra tulis deskripsi bener ya
673,673,5,Awet...,awet
674,674,2,nan,nan
675,675,5,Untuk semua hardisk kah gan ?,hardisk kah juragan
676,676,5,nan,nan
677,677,5,"Product ok, sesuai dengan foto,pengiriman lebih cepat dari estimasi,ok",produk ok sesuai fotopengiriman cepat estimasiok
678,678,5,nan,nan
679,679,5,nan,nan
680,680,4,good,good
681,681,2,nan,nan
682,682,5,nan,nan
683,683,4,nan,nan
684,684,4,nan,nan
685,685,5,Barang sesuai gambar dan bagus,barang sesuai gambar bagus
686,686,1,tidak sesuai gambar,sesuai gambar
687,687,1,"3 kali cicilan,maksudnya 3 bln ya,persyaratan untuk kredit apa aja ya.",kali cicilanmaksudnya yapersyaratan kredit ya
688,688,2,Kualitas barangny bisa di jamin g ya,kualitas barangny jamin ya
689,689,3,Klu saya mau beli tv di lazada di jamin g ya kualitasnya.,beli televisi lazada jamin ya kualitas
690,690,3,Gmna,
691,691,5,"Barang sampai dengan baik, packingnya bagus. Isi kotaknya lengkap, ada : casing hdd, kabel male-to-male, obeng kecil, baut, sama wadah luar. Alhamdulillaah bisa digunakan dengan baik, semoga awet. Terima kasih :)",barang packingnya bagus isi kotak lengkap casing hdd kabel maletomale obeng baut wadah alhamdulillaah moga awet terima kasih
692,692,5,"Pengiriman cepat, Packing rapi dan aman.  Barang sesuai deskripsi. Mulai dati pemasangan sampai pemakaian tak ada kendala, bekerja dengan normal.",kirim cepat packing rapi aman barang sesuai deskripsi dati pasang pakai kendala normal
693,693,5,Packing rapih Semoga awet Thanks lazada,packing rapih moga awet terimakasih lazada
694,694,5,packingnya rapi barangnya bagus dan murah tq,packingnya rapi barang bagus murah terimakasih
695,695,3,Lumayan lah untuk harga segini. Sayang ngebaca hdd 700gb lemot euy,lumayan harga gin sayang ngebaca hdd gb lot euy
696,696,5,"Cukup puas barang..., trima ksih lazada",puas barang trima kasih lazada
697,697,4,nan,nan
698,698,5,nan,nan
699,699,5,bagus ..,bagus
700,700,5,nan,nan
701,701,3,nan,nan
702,702,5,nan,nan
703,703,5,nan,nan
704,704,5,nan,nan
705,705,5,nan,nan
706,706,4,nan,nan
707,707,4,nan,nan
708,708,3,lumayan,lumayan
709,709,4,nan,nan
710,710,5,"Barang bekerja dengan baik, harga murah, tapi pengiriman agak lama. Sukses terus lazada.",barang harga murah kirim sukses lazada
711,711,5,"Cepat sampai, original, sudah di test dan sekarang jd tandem SSD intel saya, terima kasih.",cepat original test tandem ssd intel terima kasih
712,712,5,good,good
713,713,4,pengiriman cepat barang bagus,kirim cepat barang bagus
714,714,5,"recomended, thx",recomended terimakasih
715,715,5,nan,nan
716,716,4,sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),sesuai powerbanknya ringan sesuai harga sih
717,717,1,nan,nan
718,718,5,barang dipacking kuat dan rapih..cepat sampai sesuai estimasi..trimakasih kotakom...,barang dipacking kuat rapihcepat sesuai estimasitrimakasih kotakom
719,719,4,nan,nan
720,720,5,nan,nan
721,721,5,"Barang di pesan tanggal13 juli  Tgl14 barang sudah di kirim  Tanggal 26 barang sampai Memang sedikit lama,tapi saya maklum kok karena barang nya dari luar negri Packing rapi Barang berfungsi dengan baik",barang pesan tanggal juli tanggal barang kirim tanggal barang lamatapi maklum barang nya negeri packing rapi barang fungsi
722,722,5,good dan bisa di pake,good pakai
723,723,5,nan,nan
724,724,1,"Udah hampir 2 minggu barang belum jg nyampe.order tgl 27 april 2017,status pesanan masi aja dlm proses.gmana ni lazada?",minggu barang nyampeorder tanggal april status pesan prosesgmana ni lazada
725,725,5,"Barangnya udah sampai, thanks lazada",barang terimakasih lazada
726,726,1,"Mohon bantuan nya, kok barangnya belom sampai udh 21hari sy tunggu gag kunjung datang, mohon diperhatikan ! Terima kasih",mohon bantu nya barang bom tunggu kunjung mohon perhati terima kasih
727,727,5,nan,nan
728,728,5,nan,nan
729,729,5,"Barang datang cepat, mulus.. semoga tidak ada masalah kedepannya",barang cepat mulus moga depan
730,730,3,"Hanya bisa menyimpan sedikit file, padahal kapasitas 16 GB. Sebagian besar file lainnya tidak bisa terbaca padahal sudah saya coba beberapa kali.",simpan file kapasitas gb file baca coba kali
731,731,1,Tidak bisa menyimpan data,simpan data
732,732,5,Ga kecewa deh barang keren kemasan rapih makasih bos,kecewa deh barang keren kemas rapih terimakasih bos
733,733,3,nan,nan
734,734,5,Barang oke,barang oke
735,735,1,Karna tidak bisa nyimpan film dan data,nyimpan film data
736,736,5,nan,nan
737,737,5,Bagus produknya,bagus produk
738,738,5,"pesanan saya yg ini belum saya terima, kenapa dibuat sudah saya terima?!  Tolong dong ini dicek lagi.",pesan terima terima tolong cek
739,739,5,nan,nan
740,740,5,barangnya bagus,barang bagus
741,741,5,blom keterima,terima
742,742,5,nan,nan
743,743,5,Produk nya mantap 👍,produk nya mantap
744,744,5,So far so good,far good
745,745,4,Barang ok. Kiriman tepat waktu,barang ok kirim
746,746,5,nan,nan
747,747,5,nan,nan
748,748,5,nan,nan
749,749,5,nan,nan
750,750,5,nan,nan
751,751,5,nan,nan
752,752,5,nan,nan
753,753,5,nan,nan
754,754,5,nan,nan
755,755,5,nan,nan
756,756,4,nan,nan
757,757,5,nan,nan
758,758,5,nan,nan
759,759,3,nan,nan
760,760,5,nan,nan
761,761,4,nan,nan
762,762,5,nan,nan
763,763,5,nan,nan
764,764,5,sesuai,sesuai
765,765,5,Barang Bagus tapi sayang pengiriman dari pihak J&T barangnya kesasar ke kota Pamekasan.  padahal sudah tercantum kota Sampang.  Utk J&T lebih hati-hati lagi ya.  untung tidak hilang barangnya.  utk Seller TOP Fast Response.,barang bagus sayang kirim jt barang sasar kota pamekasan cantum kota sampang jt hatihati ya untung hilang barang jual top fast response
766,766,5,barang nyampai dgn mulus tdk ada cacat,barang nyampai mulus cacat
767,767,5,Thanks lazada barang nya sesuai expektasi...,terimakasih lazada barang nya sesuai expektasi
768,768,5,"barang good, pengiriman cepat, kurir mantap ramah, makasih lazada",barang good kirim cepat kurir mantap ramah terimakasih lazada
769,769,5,barang berfungsi normal...semoga awet...,barang fungsi normalsemoga awet
770,770,5,barang sesuai deskripsi dan orderan..,barang sesuai deskripsi order
771,771,5,"Falshdisk bagus,, berfungsi dengan baik,,",falshdisk bagus fungsi
772,772,5,"barang sesuai pesanan, mantab",barang sesuai pesan mantap
773,773,5,thx lazada semoga fdnya awet,terimakasih lazada moga fdnya awet
774,774,5,"pengiriman cepat, smoga awet..",kirim cepat moga awet
775,775,5,"pengiriman cepat, brgnya mantap👍👍👍",kirim cepat brgnya mantap
776,776,5,sampai dgn selamat dan aman,selamat aman
777,777,5,saya belum terima barangnya,terima barang
778,778,4,nan,nan
779,779,5,"Brg ok, sampai cepat",barang ok cepat
780,780,5,nan,nan
781,781,5,nan,nan
782,782,5,nan,nan
783,783,4,nan,nan
784,784,5,nan,nan
785,785,5,nan,nan
786,786,5,nan,nan
787,787,5,nan,nan
788,788,5,nan,nan
789,789,4,nan,nan
790,790,5,nan,nan
791,791,5,nan,nan
792,792,5,nan,nan
793,793,5,nan,nan
794,794,5,nan,nan
795,795,5,nan,nan
796,796,5,nan,nan
797,797,5,nan,nan
798,798,5,nan,nan
799,799,4,nan,nan
800,800,5,nan,nan
801,801,5,nan,nan
802,802,5,nan,nan
803,803,5,nan,nan
804,804,5,good,good
805,805,5,nan,nan
806,806,5,nan,nan
807,807,4,nan,nan
808,808,5,Mantap,mantap
809,809,5,nan,nan
810,810,4,nan,nan
811,811,5,sip,sip
812,812,3,nan,nan
813,813,5,nan,nan
814,814,5,nan,nan
815,815,4,"Pengiriman on time. Cuman packing sederhana sekali, tanpa bubble wrap.",kirim on packing sederhana bubble wrap
816,816,5,nan,nan
817,817,5,nan,nan
818,818,5,nan,nan
819,819,5,nan,nan
820,820,3,nan,nan
821,821,5,nan,nan
822,822,5,nan,nan
823,823,5,nan,nan
824,824,5,Kurir baik n bertanggungjawab Barang sesuai spesifikasi semoga awet ya...,kurir n bertanggungjawab barang sesuai spesifikasi moga awet ya
825,825,5,barang cepat sampai & sesuai pesanan,barang cepat sesuai pesan
826,826,5,"barang ok,kemasan rapih...",barang okkemasan rapih
827,827,5,nan,nan
828,828,5,nan,nan
829,829,5,nan,nan
830,830,5,nan,nan
831,831,5,nan,nan
832,832,5,barang oke,barang oke
833,833,4,nan,nan
834,834,5,good,good
835,835,5,nan,nan
836,836,5,nan,nan
837,837,5,nan,nan
838,838,5,nan,nan
839,839,5,mantap sesuai pesanan nih mah pokok nya joss,mantap sesuai pesan nih mah pokok nya joss
840,840,5,nan,nan
841,841,5,bagus dan sangat sesuai dengan kebutuhan,bagus sesuai butuh
842,842,5,nan,nan
843,843,4,"Lumayan dengan harga segitu, packing rapih, pengiriman cepat, semoga tidak ada kendala",lumayan harga segitu packing rapih kirim cepat moga kendala
844,844,5,"Mudah mudahan bisa beli laptop mahals, kalo bisa beli asus rog aja wkwk",mudah mudah beli laptop mahals beli asus rog wkwk
845,845,5,Pengen beli budget ga cukup,beli budget
846,846,4,"Yah lumayan lah,tapi saya ketemu ram 16gb ddr4 pake rx460 i7 6700hq malah 9 jutaan",yah lumayan lahtapi ketemu ram gb ddr pakai rx i hq juta
847,847,5,"Tunggu gua jual lepi lama gua, ama ngutang tetangga sebelah, nanti gua beli",tunggu jual lepi hutang tetangga belah beli
848,848,4,Apa produk aslinya sesuai dgn yg di gambar ini?,produk asli sesuai gambar
849,849,5,Dikantong cuma ada 15rb,kantong rb
850,850,5,nan,nan
851,851,2,.,
852,852,4,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
853,853,3,nan,nan
854,854,5,Kecil banget ukurannya 😂 tpi lucu sih..,banget ukur lucu sih
855,855,4,nan,nan
856,856,5,Harddisk tahan banting dengan standard Militer. ADATA udah jaminan mutu. Tidak diragukan lagi kualitas produknya.,harddisk tahan banting standar militer adata jamin mutu ragu kualitas produk
857,857,5,sangat puas. barang sesuai.,puas barang sesuai
858,858,5,"I bought Adata HD710. This product is really awesome. I feel safe because this product is waterproof, Shockproof, and dustproof. I can save everything without worrying my data will lose. I have no more word to describe how incredible this product is. I just love it. It is nice product.",i bought adata hd this produk is really awesome i feel safe because this produk is waterproof shockproof and dustproof i save without worrying my data will lose i have nomor more word describe how incredible this produk is i just love it it is nice produk
859,859,5,nan,nan
860,860,5,"Saya sdh mengetes tv ini, baik siaran analog ataupun digital, juga internet sperti youtube atau pun situs berita dengan browser bawaan berjalan lancar. Yg belun berhasil dites adalah fitur MHL dan Screen Mirorring karena membutuhkan perangkat mobile yg mendukung fitur tsb.",ketes televisi siar analog digital internet sperti youtube situs berita browser bawa jalan lancar bun hasil tes fitur mhl screen mirorring butuh perangkat mobile dukung fitur
861,861,4,"Responnya cepat, barangnya cepat sampai juga, terimakasih lazada",responnya cepat barang cepat terimakasih lazada
862,862,5,Puass dengan pelayanan kencana electronic... Pelayanan ramah pingirimannya cepat...,puass layan kencana electronic layan ramah pingirimannya cepat
863,863,1,Sya mau kembaliin produk TV ichico by yg kmrn yg psen trnyata pas smpai di rmh gambar ny ga ada suarany ad,kembaliin produk televisi ichico by kemarin psen pas rumah gambar ny suarany
864,864,3,Cara cicilan gimna?  Pake dp gk?,cicil pakai dp
865,865,1,USB nya cm pormalitas doang gx bs d gunakn,usb nya cm pormalitas d gunakn
866,866,1,Knapa pesanan sayadi batalkan??,pesan sayadi batal
867,867,1,Saya sangat2 kecewa banget kenapa sih udah di tranfer malah di batalin barang nya gmn sih lazada...,kecewa banget sih tranfer batalin barang nya sih lazada
868,868,5,Responnya,responnya
869,869,3,Bang kalau + upgrade ram jadi total berapa?,bang upgrade ram total
870,870,4,nan,nan
871,871,5,pengiriman cepat sekali dan barangnya sangat bagus. rekomended bgt tempat blanja nya,kirim cepat barang bagus rekomended banget blanja nya
872,872,5,nan,nan
873,873,5,"barang sudah sampai dengan kondisinya bagus dan sesuai dengan iklan,mantappp pokoknya... cma packingnya horor... alngkah baiknya jika di packing kayu agar lebih aman,",barang kondisi bagus sesuai iklanmantappp pokok cma packingnya horor alngkah baik packing kayu aman
874,874,5,uwuwww,uwuwww
875,875,4,nan,nan
876,876,5,nan,nan
877,877,5,nan,nan
878,878,5,nan,nan
879,879,5,nan,nan
880,880,5,nan,nan
881,881,5,Good,good
882,882,4,Bagus,bagus
883,883,3,suaranya blm teruji,suara uji
884,884,5,nan,nan
885,885,1,nan,nan
886,886,5,caranya gimana min kalau kredit cicilan,min kredit cicil
887,887,5,nice product,nice produk
888,888,5,Excellent,excellent
889,889,5,"Barang Sesuai Dengan Iklan , Spesifikasi cocok",barang sesuai iklan spesifikasi cocok
890,890,5,Laptop sudah diterima. Barang bagus sesuai spec. Kurangnya hanya belum di install microsoft office.,laptop terima barang bagus sesuai spec kurang install microsoft office
891,891,5,nan,nan
892,892,5,nan,nan
893,893,5,Pelayan Bagus ... Barang sesuai Harapan .. Bagus ... terimakasih ya,layan bagus barang sesuai harap bagus terimakasih ya
894,894,4,Mantab lahh...Pengiriman cepat...,mantap lahhpengiriman cepat
895,895,3,nan,nan
896,896,5,nan,nan
897,897,5,Barang bagus. Tks banyak... 👍🙏,barang bagus terimakasih
898,898,5,"barangnya ok,, cpt smpainya, thanks lazada",barang ok cepat smpainya terimakasih lazada
899,899,4,nan,nan
900,900,5,Joss,joss
901,901,5,nan,nan
902,902,5,nan,nan
903,903,4,nan,nan
904,904,5,nan,nan
905,905,5,nan,nan
906,906,5,nan,nan
907,907,5,nan,nan
908,908,5,baik berfungsi dengan baikkk,fungsi baikkk
909,909,5,Produk telah tiba sesuai estimasi.. pelayanan pemjual jiga baik.. semoga barangnya awet,produk sesuai estimasi layan pemjual jiga moga barang awet
910,910,5,barang ok respon ok,barang ok respon ok
911,911,5,Saya pesan 1 jika stok ada hubungi 081280358882,pesan stok hubung
912,912,2,"Tertera di depan masih ada stok, setelah di klik beli terjadi kesalahan. Mohon diperbaiki",tera stok klik beli salah mohon baik
913,913,5,Semoga memuaskan,moga muas
914,914,3,ini memori nya brp gb ya tolong di jawab,memori nya gb ya tolong
915,915,5,"Saya juga dapat bonus tas Dell 14"" tapi tasnya standar (kisaran tas2 harga 80rb)",bonus tas dell tas standar kisar tas harga rb
916,916,5,Saya mau nanya klo bayar pake cicilan gimana caranya gan??,bayar pakai cicil juragan
917,917,5,ga bisa untuk save PDF file,save pdf file
918,918,4,keren laptopnya rekomendasi bgt ini selulernya pun baik bgt top pokonya,keren laptop rekomendasi banget seluler banget top poko
919,919,5,barang bagus admin nya ramah dan cantik thanks dd,barang bagus admin nya ramah cantik terimakasih dd
920,920,5,Barang bagus,barang bagus
921,921,2,Bisa bayar ditempat?,bayar tempat
922,922,3,Ini Widows apa ya?,widows ya
923,923,1,Dd,dd
924,924,5,nan,nan
925,925,1,Flashdisk nya cepat rusak cuman bisa nyimpan beberapa film saja gimana ni,flashdisk nya cepat rusak nyimpan film ni
926,926,5,nan,nan
927,927,3,nan,nan
928,928,3,Laptop nya sudah saya terima dan packing nya bagus tanpa sedikit cacat.ThanksLazada,laptop nya terima packing nya bagus cacatthankslazada
929,929,5,Puas banget sama pelayanan seller nya barang sesuai pesanan dan cepat sampai Seller nya rekomended Thank's,puas banget layan jual nya barang sesuai pesan cepat jual nya rekomended terimakasih
930,930,5,"Produk Lenovo Ideapad ini sangat disukai anak saya, karena kecepatannya cukup memuaskan. Keypad nya nyaman, warnanya sporty sekali. Sesuai banget buat tugas-tugas sekolah anak. Pokonya nge-rock....!!",produk lenovo ideapad suka anak cepat muas keypad nya nyaman warna sporty sesuai banget tugastugas sekolah anak poko ngerock
931,931,2,nan,nan
932,932,5,Barang diterima sesuai dengan spek yang diberikan. Harga murah dengan spek yang diberikan. Terima kasih Lazada,barang terima sesuai spek harga murah spek terima kasih lazada
933,933,5,1.5 hari barang langsung sampai dari surabaya ke bandung..  barang ok saya install ubuntu tanpa kendala buat ngodin.. thx..,barang langsung surabaya bandung barang ok install ubuntu kendala ngodin terimakasih
934,934,5,Barang bagus sesuai deskripsi tapi segel di dusnya sepertinya udah terbuka tetapi laptopnya mulus dan bagus,barang bagus sesuai deskripsi segel dus buka laptop mulus bagus
935,935,4,"Product nya sudah diterima dengan baik, mulus no scratch, no dent, Thanks, klo garansi ke sssc jakarta bisa kan?",produk nya terima mulus nomor scratch nomor dent terimakasih garansi sssc jakarta
936,936,5,nan,nan
937,937,5,nan,nan
938,938,5,nan,nan
939,939,5,"sampai sesuai dengan waktu yang ditentukan,, barang bagus,, packing bagus",sesuai tentu barang bagus packing bagus
940,940,4,"Barang dateng cepat, mulus ga ada cacat ty",barang cepat mulus cacat ty
941,941,4,Barang bagus dan mulus sesuai dengan yang di jual. tapi kenapa segel udah kebuka ya?,barang bagus mulus sesuai jual segel buka ya
942,942,4,Brg sudh smpe dengan selamat. Beserta bonus2 nya.. Terimakasih banyak. Sukses teruss..,barang sudh selamat serta bonus nya terimakasih sukses teruss
943,943,5,nan,nan
944,944,4,halo mau tanya.  barang garansi lenovo resmi?,halo barang garansi lenovo resmi
945,945,1,Os sudah terisi kan. Kalau sdh pakai os win berapa gan?,os isi pakai os menang juragan
946,946,5,nan,nan
947,947,5,Laptopnya bagus..  tanpa kendala sedikitpun,laptop bagus kendala sedikit
948,948,5,"Barang nyampai sesuai jadwal, packing bagus, kondisi laptop bagus..jos lah pokoknya",barang nyampai sesuai jadwal packing bagus kondisi laptop bagusjos pokok
949,949,5,Ini vga nya sudah  dual grafik VGA kah?,vga nya dual grafik vga kah
950,950,1,kenapa pesanan saya mostnya tidak dikasih..saya merasa rugi...,pesan mostnya dikasihsaya rugi
951,951,4,Bisa dicicil ga,cicil
952,952,5,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang kamisilahkan add whatsappwalangsung reseller tokoterimah kasih
953,953,5,"pengiriman cepat, barang sesuai gambar dan pengemasan baik dan rapi",kirim cepat barang sesuai gambar emas rapi
954,954,5,mantap  pengiriman cepat.,mantap kirim cepat
955,955,5,"Barangnya bagus sesuai pesanan,packingnya rapih barang dua duanya bagus tdk ada masalah,terimakasih lazada,terimakasih seller👍👍👍",barang bagus sesuai pesananpackingnya rapih barang dua bagus masalahterimakasih lazadaterimakasih jual
956,956,4,"Gambar jernih, suara kenceng, pengaturan menu lengkap dan mudah, pengiriman cepat cuma 1 hari. Terima kasih.",gambar jernih suara cepat atur menu lengkap mudah kirim cepat terima kasih
957,957,1,Mau tanya bagaimana pesanan saya .. notifikasi di akun barang sudah sampai tapi hari ini saya belom terima padahal pengirimannya pake gojek tolong di cek kembali ...,pesan notifikasi akun barang bom terima kirim pakai gojek tolong cek
958,958,3,"Trims lazada. Paket pembelian Tv kami telah sampai ketujuan tepat waktu, Tanpa cacat sedikit pun.",trims lazada paket beli televisi tuju cacat
959,959,5,Barang cepet dateng dan oke,barang cepat oke
960,960,1,Baru berapa bulan tv mati gak jelas.,televisi mati
961,961,4,barang sudah smpe gan.. thanks yaa...,barang juragan terimakasih yaa
962,962,4,"Udah sampai, saya puas walaupun pengirimannya sedikit telat dan abang kurirnya  nyolot ngotot gara-gara nyari nama saya gak ada yang knal, udah cape nanya nama saya ..baru nlp. Harusnya tlp dulu biar pasti walaupun alamat kurang lngkap. Thanks lazada",puas kirim telat abang kurir nyolot ngotot garagara nyari nama kenal capek nama telpon telepon biar alamat lengkap terimakasih lazada
963,963,4,"Tv nya utuh, bagus tapi klo bisa pakingnya pake kayu biar lebih aman",televisi nya utuh bagus paking pakai kayu biar aman
964,964,4,Pesen sehari langsung sampai... Barang sesuai pesanan ...  Barang diterima dalam kondisi baik. Terimakasih ....,pesan hari langsung barang sesuai pesan barang terima kondisi terimakasih
965,965,5,nan,nan
966,966,1,Bagi Yang Minat Order/Pesan Barang Kami.Untuk Lebih Lanjut Silakan add Whatsapp/WA 085342633687 Langsung Dari Resseller Toko...pengirima free ongkir se indonesia.Terimah Kasih...!!!,minat orderpesan barang kamiuntuk sila add whatsappwa langsung resseller tokopengirima free ongkir indonesiaterimah kasih
967,967,1,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
968,968,3,Barang hari ini pesen di anternya juga hari ini tapi mana ??  Di tunggu 24jam gak ad !@ Saya pesan dan tf tgl 2 jam 7 pagi  Tolong dong. Gojek nya juga susah di hubungi,barang pesan anter tunggu jam pesan tf tanggal jam pagi tolong gojek nya susah hubung
969,969,4,"Kok belum sampe yah... ktnya sehari nyampe. Tapi sampe sekarang belum ada, abang gojek nya juga gak ada kompirmasu.",yah hari abang gojek nya kompirmasu
970,970,5,nan,nan
971,971,4,"Klo untuk seri TV ini , Apakah support untuk  memutar file video via port USB.? Kalau iya, format file jenis APA sja. Thnks",seri televisi support putar file video via port usb iya format file jenis thnks
972,972,2,nan,nan
973,973,5,mantap,mantap
974,974,4,nan,nan
975,975,5,nan,nan
976,976,5,Gmn cara kalo mau kredit nya,kredit nya
977,977,4,"Pgen  kridit yanpa kartu kridit,tp g tau caray.tolong bantuany?",kridit yanpa kartu kridittp tau caraytolong bantuany
978,978,5,Ini bisa di kredit ya,kredit ya
979,979,3,Maaf gan/sist  Sya mau tanya soal cicil gimana cara ya..,maaf gansist cicil ya
980,980,3,harus yg asli,asli
981,981,4,Apakah ada port audio vidio output dan input? Makasih,port audio video output input terimakasih
982,982,4,Kalo cara bayarnya buat cicilan gimana yaa gan??,bayar cicil yaa juragan
983,983,1,Masa sya pesen 9agustus kode voc ia gx bisa d pake trus gmna ni penanganan ia mkcy,pesan agustus kode voc d pakai ni tangan mkcy
984,984,2,Cara mencicilnya gmna?klw gak ad kartu kredit,cicil gmnaklw kartu kredit
985,985,5,Gan ini apa bedanya dgn yg sharp aquos 170i ya?,juragan beda sharp aquos i ya
986,986,5,nan,nan
987,987,1,Kalo cicilan syarat y ap saja...,cicil syarat y ap
988,988,5,Kalo d luar jabodetabek bisa g?,d jabodetabek
989,989,4,maux yang asli,maux asli
990,990,5,puasa q beli 1349000,puasa beli
991,991,5,Barang pesanan sesuai paking rapih,barang pesan sesuai paking rapih
992,992,5,barang asli,barang asli
993,993,4,yang asli,asli
994,994,5,nan,nan
995,995,5,nan,nan
996,996,5,nice,nice
997,997,1,"Kami menggunakan windows 10 sedangkan  yang dikirim adalah produk untuk windows dibawahnya, dan kamipun sudah mencoba untuk masuk ke windows 7 namun tetap tidak bisa digunakan, kami minta pengembalian dana saja. karna ternyata produk ini tidak sesuai harapan kami.",windows kirim produk windows bawah kami coba masuk windows kembali dana produk sesuai harap
998,998,5,Barang bagus. Dilihat nyamping tdak jelas.,barang bagus nyamping
999,999,3,kira kira brp lama nyampe k tempat saya kak..kalo terjadi masalah pada pengiriman gimana semacam rusak or pecah,k kakkalo kirim rusak or pecah
1000,1000,1,"klo baca ulasan jadi ragu mo beli barang kaya gini,takut rusak saat pengiriman.takut ga d kirim kirim.sebenarnya saya sih sering beli d lazada.selama ini sih masih oke oke aja.tolong dong lazada jangan kecewain pelanggan.klo ada keluhan cepat respon.",baca ulas ragu beli barang kaya ginitakut rusak pengirimantakut d kirim kirimsebenarnya sih beli d lazadaselama sih oke oke ajatolong lazada kecewain pelangganklo keluh cepat respon
1001,1001,5,Di terimah dengan baik,terimah
1002,1002,5,nan,nan
1003,1003,5,nan,nan
1004,1004,5,Cara pembayaran dgn cicilan,bayar cicil
1005,1005,4,Kalo dicicil gmn caranya??,cicil
1006,1006,5,Karyawan jne depok,karyawan jne depok
1007,1007,1,Paaaaaaarah,paaaaaaarah
1008,1008,4,mantap,mantap
1009,1009,1,Liat-liat dulu om...,liatliat om
1010,1010,5,Lumayan,lumayan
1011,1011,5,Ambil tv,ambil televisi
1012,1012,5,nan,nan
1013,1013,5,nan,nan
1014,1014,5,nan,nan
1015,1015,5,nan,nan
1016,1016,5,"Maaf lama koment nya...Kotakom gak diragukan unit sudah dipakai 3 bulan tidak ada masalah, pengen instal game tapi bingung game apa....jossss",maaf koment nyakotakom ragu unit pakai instal game bingung game apajossss
1017,1017,5,produk sesuai yg di gambar. bagus,produk sesuai gambar bagus
1018,1018,5,barang sesuai pesanan,barang sesuai pesan
1019,1019,5,"Barang sampenya cepet banget, sesuai juga. Puasss",barang sampenya cepat banget sesuai puasss
1020,1020,5,nan,nan
1021,1021,5,nan,nan
1022,1022,5,"Harddisknya bagus, pengirimannya cepat, kemarin dipesan barangnya sdh datang bsknya",harddisknya bagus kirim cepat kemarin pes barang bsknya
1023,1023,5,nan,nan
1024,1024,5,nan,nan
1025,1025,5,semoga awet..mantap,moga awetmantap
1026,1026,5,"Barang bagus,pasang hdd 500gb aman.beneran 3.0 penhgirimannya aja agak lama soalnya ddari luar negeri",barang baguspasang hdd gb amanbeneran penhgirimannya ddari negeri
1027,1027,5,sip,sip
1028,1028,5,nan,nan
1029,1029,5,produk sesuai dengan deskripsi,produk sesuai deskripsi
1030,1030,3,lama sampe dan responnya automatic system,responnya otomatis system
1031,1031,5,"Rekomendasi, sangat puas",rekomendasi puas
1032,1032,5,mantafff 👍,mantafff
1033,1033,5,nan,nan
1034,1034,4,Product ok sesuai foto.,produk ok sesuai foto
1035,1035,5,nan,nan
1036,1036,5,nan,nan
1037,1037,2,nan,nan
1038,1038,5,nan,nan
1039,1039,5,nan,nan
1040,1040,5,nice,nice
1041,1041,5,nan,nan
1042,1042,5,nan,nan
1043,1043,5,nan,nan
1044,1044,4,Eksternal HD enclosure murah meriah... dah coba langsung colok ke laptop.. alhamdulillah kebaca semua.,eksternal hd enclosure murah riah coba langsung colok laptop alhamdulillah baca
1045,1045,1,Barang bagus namun Saya kurang keroscek Sebelum memesan ternyata itu bukan hardist cuman hanya Chasing doang itu kesalahan saya... makasih,barang bagus keroscek mes hardist chasing salah terimakasih
1046,1046,3,"hanya salah faham dan saya ingin mengembalikannya itu saja,tapi  bagus sih casingnya cuman saya mau harddisk bukan casing",salah faham kembali sajatapi bagus sih casingnya harddisk casing
1047,1047,5,nan,nan
1048,1048,5,nan,nan
1049,1049,3,Barang bagus cmn gagal fokus pembelix,barang bagus cmn gagal fokus pembelix
1050,1050,1,barang tidak bisa digunakan sebagaimana fungsinya,barang fungsi
1051,1051,2,nan,nan
1052,1052,1,"Mau tanya., ini hardist atau bukn??",hardist bukn
1053,1053,5,nan,nan
1054,1054,1,kesingdoang,kesingdoang
1055,1055,3,Ini Hardisk atau hanya BOX nya saja?,hardisk box nya
1056,1056,1,"Kok saya tunggu dari kemarin2 belum datang,,,",tunggu kemarin
1057,1057,1,Gan uda 3 har ko belum nyampek jga barangnya,juragan har ko nyampek barang
1058,1058,5,barang sudah diterima dan baik2 saja. tidak ada masalah,barang terima
1059,1059,2,3tb harga segituu ????,tb harga segituu
1060,1060,3,good product,good produk
1061,1061,5,Mohon tulisan di perjelas...,mohon tulis jelas
1062,1062,4,barang bagus..  sesuai deskripsi..  makasiih,barang bagus sesuai deskripsi makasiih
1063,1063,4,dicoba langsung josss...,coba langsung josss
1064,1064,1,Atas nama jaya Fajarot,nama jaya fajarot
